Category,City,Country/Region,Order Date,Year,Month,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,New York City,United States,19-12-2019,2019,Dec,CA-2019-141523,10035,OFF-AR-10001545,Newell 326,East,Corporate,24-12-2019,Second Class,Shipped Late,New York,Art,5,3,0,1,2,4,5
Office Supplies,Springfield,United States,02-08-2017,2017,Aug,US-2017-106299,65807,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Home Office,08-08-2017,Standard Class,Shipped On Time,Missouri,Binders,6,6,0,13,5,27,40
Technology,Springfield,United States,02-08-2017,2017,Aug,US-2017-106299,65807,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,Central,Home Office,08-08-2017,Standard Class,Shipped On Time,Missouri,Accessories,6,6,0,9,2,21,32
Office Supplies,Springfield,United States,02-08-2017,2017,Aug,US-2017-106299,65807,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Central,Home Office,08-08-2017,Standard Class,Shipped On Time,Missouri,Storage,6,6,0,226,2,838,1256
Furniture,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,FUR-CH-10000309,Global Comet Stacking Arm Chair,South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Chairs,5,6,0,423,4,1690,2531
Office Supplies,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Storage,5,6,0,24,7,86,129
Office Supplies,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Envelopes,5,6,0,57,2,122,183
Office Supplies,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,OFF-PA-10001801,Xerox 193,South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Paper,5,6,0,12,4,24,36
Office Supplies,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Storage,5,6,0,6,2,64,96
Technology,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,TEC-PH-10000369,HTC One Mini,South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Phones,5,6,0,176,5,630,943
Technology,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Phones,5,6,0,33,3,114,170
Office Supplies,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Binders,5,6,0,7,2,15,22
Office Supplies,Columbia,United States,21-09-2018,2018,Sep,CA-2018-158421,29203,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",South,Consumer,26-09-2018,Standard Class,Shipped Early,South Carolina,Storage,5,6,0,18,8,888,1330
Furniture,Portland,United States,11-12-2019,2019,Dec,CA-2019-143609,97206,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",West,Home Office,13-12-2019,First Class,Shipped Late,Oregon,Chairs,2,1,20,25,5,404,605
Office Supplies,Philadelphia,United States,07-08-2018,2018,Aug,CA-2018-138331,19120,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,East,Consumer,12-08-2018,Standard Class,Shipped Early,Pennsylvania,Art,5,6,20,11,10,107,160
Office Supplies,New York City,United States,15-11-2018,2018,Nov,CA-2018-138954,10035,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,East,Corporate,17-11-2018,First Class,Shipped Late,New York,Storage,2,1,0,21,3,71,106
Office Supplies,New York City,United States,15-11-2018,2018,Nov,CA-2018-138954,10035,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,East,Corporate,17-11-2018,First Class,Shipped Late,New York,Binders,2,1,20,12,6,35,52
Office Supplies,New York City,United States,15-11-2018,2018,Nov,CA-2018-138954,10035,OFF-AR-10001955,Newell 319,East,Corporate,17-11-2018,First Class,Shipped Late,New York,Art,2,1,0,36,6,119,178
Technology,Des Plaines,United States,04-04-2020,2020,Apr,CA-2020-157903,60016,TEC-PH-10004345,Cisco SPA 502G IP Phone,Central,Consumer,08-04-2020,Standard Class,Shipped Early,Illinois,Phones,4,6,20,48,4,384,575
Furniture,New York City,United States,24-12-2019,2019,Dec,CA-2019-157259,10035,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,East,Consumer,28-12-2019,Standard Class,Shipped Early,New York,Furnishings,4,6,0,208,9,800,1197
Office Supplies,Seattle,United States,13-12-2020,2020,Dec,CA-2020-107986,98103,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,Consumer,13-12-2020,Same Day,Shipped On Time,Washington,Storage,0,0,0,8,3,31,47
Office Supplies,Houston,United States,22-12-2020,2020,Dec,CA-2020-104927,77095,OFF-PA-10000019,Xerox 1931,Central,Consumer,26-12-2020,Standard Class,Shipped Early,Texas,Paper,4,6,20,9,5,26,39
Office Supplies,Houston,United States,22-12-2020,2020,Dec,CA-2020-104927,77095,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Central,Consumer,26-12-2020,Standard Class,Shipped Early,Texas,Binders,4,6,80,10,5,6,9
Office Supplies,Houston,United States,22-12-2020,2020,Dec,CA-2020-104927,77095,OFF-PA-10000176,Xerox 1887,Central,Consumer,26-12-2020,Standard Class,Shipped Early,Texas,Paper,4,6,20,27,5,76,114
Technology,Philadelphia,United States,21-10-2020,2020,Oct,CA-2020-113453,19143,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,East,Consumer,28-10-2020,Standard Class,Shipped Late,Pennsylvania,Phones,7,6,40,77,2,330,494
Office Supplies,Philadelphia,United States,21-10-2020,2020,Oct,CA-2020-113453,19143,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,East,Consumer,28-10-2020,Standard Class,Shipped Late,Pennsylvania,Storage,7,6,20,4,3,71,107
Office Supplies,Columbus,United States,13-11-2018,2018,Nov,CA-2018-149909,47201,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Central,Consumer,17-11-2018,Standard Class,Shipped Early,Indiana,Paper,4,6,0,29,7,64,96
Technology,Columbus,United States,13-11-2018,2018,Nov,CA-2018-149909,47201,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Central,Consumer,17-11-2018,Standard Class,Shipped Early,Indiana,Phones,4,6,0,13,3,51,76
Office Supplies,Columbus,United States,13-11-2018,2018,Nov,CA-2018-149909,47201,OFF-PA-10001790,Xerox 1910,Central,Consumer,17-11-2018,Standard Class,Shipped Early,Indiana,Paper,4,6,0,46,2,96,144
Technology,Evanston,United States,16-04-2018,2018,Apr,CA-2018-146675,60201,TEC-CO-10001766,Canon PC940 Copier,Central,Consumer,20-04-2018,Standard Class,Shipped Early,Illinois,Copiers,4,6,20,486,4,1440,2156
Technology,Evanston,United States,16-04-2018,2018,Apr,CA-2018-146675,60201,TEC-AC-10004396,Logitech Keyboard K120,Central,Consumer,20-04-2018,Standard Class,Shipped Early,Illinois,Accessories,4,6,20,5,3,44,65
Furniture,Apple Valley,United States,16-12-2019,2019,Dec,CA-2019-118332,92307,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,West,Consumer,23-12-2019,Standard Class,Shipped Late,California,Chairs,7,6,20,7,5,564,845
Technology,Columbus,United States,21-10-2019,2019,Oct,CA-2019-133669,43229,TEC-PH-10001305,Panasonic KX TS208W Corded phone,East,Consumer,27-10-2019,Standard Class,Shipped On Time,Ohio,Phones,6,6,40,47,8,235,352
Furniture,Marion,United States,01-12-2020,2020,Dec,CA-2020-145660,43302,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,East,Home Office,03-12-2020,First Class,Shipped Late,Ohio,Furnishings,2,1,20,2,2,8,12
Office Supplies,Houston,United States,20-10-2019,2019,Oct,CA-2019-133697,77095,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Central,Consumer,24-10-2019,Second Class,Shipped Late,Texas,Paper,4,3,20,16,7,51,76
Office Supplies,Houston,United States,20-10-2019,2019,Oct,CA-2019-133697,77095,OFF-FA-10003112,Staples,Central,Consumer,24-10-2019,Second Class,Shipped Late,Texas,Fasteners,4,3,20,8,4,25,38
Furniture,Houston,United States,20-10-2019,2019,Oct,CA-2019-133697,77095,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Central,Consumer,24-10-2019,Second Class,Shipped Late,Texas,Chairs,4,3,30,15,1,57,85
Office Supplies,Marion,United States,29-09-2020,2020,Sep,CA-2020-148138,43302,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,East,Corporate,03-10-2020,Standard Class,Shipped Early,Ohio,Storage,4,6,20,6,2,51,77
Office Supplies,Seattle,United States,18-08-2020,2020,Aug,CA-2020-119809,98103,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,West,Corporate,25-08-2020,Standard Class,Shipped Late,Washington,Binders,7,6,20,943,9,2794,4184
Office Supplies,Seattle,United States,18-08-2020,2020,Aug,CA-2020-119809,98103,OFF-ST-10003306,Letter Size Cart,West,Corporate,25-08-2020,Standard Class,Shipped Late,Washington,Storage,7,6,0,290,7,1000,1498
Furniture,Seattle,United States,18-08-2020,2020,Aug,CA-2020-119809,98103,FUR-FU-10001475,"Contract Clock, 14"", Brown",West,Corporate,25-08-2020,Standard Class,Shipped Late,Washington,Furnishings,7,6,0,22,3,66,99
Office Supplies,Longview,United States,12-11-2020,2020,Nov,CA-2020-149944,98632,OFF-FA-10003495,Staples,West,Consumer,16-11-2020,Second Class,Shipped Late,Washington,Fasteners,4,3,0,9,3,18,27
Office Supplies,Longview,United States,12-11-2020,2020,Nov,CA-2020-149944,98632,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,West,Consumer,16-11-2020,Second Class,Shipped Late,Washington,Appliances,4,3,0,22,2,76,114
Office Supplies,Redondo Beach,United States,11-10-2017,2017,Oct,CA-2017-128538,90278,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Consumer,15-10-2017,Standard Class,Shipped Early,California,Envelopes,4,6,0,4,1,8,11
Furniture,New York City,United States,28-11-2018,2018,Nov,CA-2018-161711,10035,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",East,Corporate,03-12-2018,Standard Class,Shipped Early,New York,Furnishings,5,6,0,28,3,68,102
Office Supplies,New York City,United States,28-11-2018,2018,Nov,CA-2018-161711,10035,OFF-EN-10001539,Staple envelope,East,Corporate,03-12-2018,Standard Class,Shipped Early,New York,Envelopes,5,6,0,29,8,62,93
Technology,Louisville,United States,27-07-2018,2018,Jul,US-2018-129553,40214,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,South,Consumer,02-08-2018,Standard Class,Shipped On Time,Kentucky,Phones,6,6,0,0,3,30,45
Technology,Trenton,United States,20-10-2019,2019,Oct,CA-2019-160220,48183,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Central,Consumer,26-10-2019,Standard Class,Shipped On Time,Michigan,Phones,6,6,0,35,6,126,188
Technology,Trenton,United States,20-10-2019,2019,Oct,CA-2019-160220,48183,TEC-PH-10001557,Pyle PMP37LED,Central,Consumer,26-10-2019,Standard Class,Shipped On Time,Michigan,Phones,6,6,0,52,2,192,288
Office Supplies,Trenton,United States,20-10-2019,2019,Oct,CA-2019-160220,48183,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Central,Consumer,26-10-2019,Standard Class,Shipped On Time,Michigan,Storage,6,6,0,1,7,21,31
Office Supplies,Los Angeles,United States,14-09-2020,2020,Sep,US-2020-157224,90045,OFF-LA-10000121,Avery 48,West,Consumer,18-09-2020,Second Class,Shipped Late,California,Labels,4,3,0,26,9,57,85
Furniture,Hendersonville,United States,23-12-2020,2020,Dec,CA-2020-140627,37075,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",South,Consumer,27-12-2020,Standard Class,Shipped Early,Tennessee,Furnishings,4,6,20,19,4,73,109
Office Supplies,Hendersonville,United States,23-12-2020,2020,Dec,CA-2020-140627,37075,OFF-AR-10000422,Pencil and Crayon Sharpener,South,Consumer,27-12-2020,Standard Class,Shipped Early,Tennessee,Art,4,6,20,1,7,12,18
Office Supplies,Hendersonville,United States,23-12-2020,2020,Dec,CA-2020-140627,37075,OFF-ST-10004123,Safco Industrial Wire Shelving System,South,Consumer,27-12-2020,Standard Class,Shipped Early,Tennessee,Storage,4,6,20,55,3,218,327
Furniture,Portland,United States,05-10-2018,2018,Oct,CA-2018-133445,97206,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",West,Consumer,09-10-2018,Standard Class,Shipped Early,Oregon,Bookcases,4,6,70,104,1,66,99
Furniture,Portland,United States,05-10-2018,2018,Oct,CA-2018-133445,97206,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,West,Consumer,09-10-2018,Standard Class,Shipped Early,Oregon,Chairs,4,6,20,15,4,291,436
Technology,Irving,United States,02-11-2017,2017,Nov,CA-2017-148782,75061,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Central,Consumer,07-11-2017,Standard Class,Shipped Early,Texas,Phones,5,6,20,8,3,89,133
Technology,Cleveland,United States,22-01-2019,2019,Jan,CA-2019-148208,44105,TEC-PH-10004093,Panasonic Kx-TS550,East,Home Office,27-01-2019,Standard Class,Shipped Early,Ohio,Phones,5,6,40,20,4,110,165
Technology,Cleveland,United States,22-01-2019,2019,Jan,CA-2019-148208,44105,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",East,Home Office,27-01-2019,Standard Class,Shipped Early,Ohio,Accessories,5,6,20,16,3,55,83
Office Supplies,Waterloo,United States,11-07-2020,2020,Jul,CA-2020-127656,50701,OFF-AR-10001166,Staples in misc. colors,Central,Consumer,17-07-2020,Standard Class,Shipped On Time,Iowa,Art,6,6,0,12,4,30,45
Furniture,Seattle,United States,11-09-2020,2020,Sep,US-2020-142188,98105,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,West,Consumer,11-09-2020,Same Day,Shipped On Time,Washington,Chairs,0,0,20,9,2,178,266
Office Supplies,Seattle,United States,11-09-2020,2020,Sep,US-2020-142188,98105,OFF-PA-10002005,Xerox 225,West,Consumer,11-09-2020,Same Day,Shipped On Time,Washington,Paper,0,0,0,9,3,19,29
Office Supplies,Seattle,United States,11-09-2020,2020,Sep,US-2020-142188,98105,OFF-PA-10004101,Xerox 1894,West,Consumer,11-09-2020,Same Day,Shipped On Time,Washington,Paper,0,0,0,34,11,71,107
Office Supplies,Seattle,United States,11-09-2020,2020,Sep,US-2020-142188,98105,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,West,Consumer,11-09-2020,Same Day,Shipped On Time,Washington,Binders,0,0,20,460,5,1472,2204
Technology,Seattle,United States,11-09-2020,2020,Sep,US-2020-142188,98105,TEC-PH-10000127,iOttie XL Car Mount,West,Consumer,11-09-2020,Same Day,Shipped On Time,Washington,Phones,0,0,20,18,5,80,120
Office Supplies,Philadelphia,United States,23-02-2019,2019,Feb,CA-2019-144400,19120,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",East,Corporate,27-02-2019,Standard Class,Shipped Early,Pennsylvania,Envelopes,4,6,20,22,3,58,86
Office Supplies,New York City,United States,22-01-2019,2019,Jan,US-2019-155180,10009,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,East,Consumer,29-01-2019,Standard Class,Shipped Late,New York,Binders,7,6,20,9,4,26,39
Furniture,San Jose,United States,12-12-2018,2018,Dec,CA-2018-134075,95123,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Consumer,16-12-2018,Standard Class,Shipped Early,California,Furnishings,4,6,0,22,3,167,249
Office Supplies,San Jose,United States,12-12-2018,2018,Dec,CA-2018-134075,95123,OFF-ST-10001496,Standard Rollaway File with Lock,West,Consumer,16-12-2018,Standard Class,Shipped Early,California,Storage,4,6,0,94,2,360,540
Office Supplies,Los Angeles,United States,29-10-2019,2019,Oct,US-2019-131912,90008,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",West,Consumer,01-11-2019,Second Class,Shipped On Time,California,Binders,3,3,20,4,1,12,18
Furniture,Concord,United States,28-05-2020,2020,May,CA-2020-141572,3301,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",East,Corporate,31-05-2020,Second Class,Shipped On Time,New Hampshire,Furnishings,3,3,0,101,8,247,371
Office Supplies,Columbia,United States,21-12-2017,2017,Dec,CA-2017-134621,38401,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,South,Home Office,28-12-2017,Standard Class,Shipped Late,Tennessee,Binders,7,6,70,15,2,18,27
Office Supplies,Bellevue,United States,24-11-2019,2019,Nov,CA-2019-165561,98006,OFF-SU-10004782,"Elite 5"" Scissors",West,Home Office,28-11-2019,Standard Class,Shipped Early,Washington,Supplies,4,6,0,8,3,25,38
Office Supplies,Seattle,United States,20-11-2018,2018,Nov,CA-2018-112305,98105,OFF-AR-10002067,Newell 334,West,Home Office,25-11-2018,Standard Class,Shipped Early,Washington,Art,5,6,0,31,6,119,178
Furniture,Seattle,United States,20-11-2018,2018,Nov,CA-2018-112305,98105,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,Home Office,25-11-2018,Standard Class,Shipped Early,Washington,Furnishings,5,6,0,6,3,22,33
Technology,Seattle,United States,20-11-2018,2018,Nov,CA-2018-112305,98105,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,West,Home Office,25-11-2018,Standard Class,Shipped Early,Washington,Accessories,5,6,0,6,2,14,21
Office Supplies,Columbus,United States,29-05-2020,2020,May,CA-2020-121580,47201,OFF-BI-10000632,Satellite Sectional Post Binders,Central,Consumer,04-06-2020,Standard Class,Shipped On Time,Indiana,Binders,6,6,0,20,1,43,65
Furniture,Columbus,United States,29-05-2020,2020,May,CA-2020-121580,47201,FUR-FU-10003981,Eldon Wave Desk Accessories,Central,Consumer,04-06-2020,Standard Class,Shipped On Time,Indiana,Furnishings,6,6,0,3,3,6,9
Office Supplies,Columbus,United States,29-05-2020,2020,May,CA-2020-121580,47201,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Central,Consumer,04-06-2020,Standard Class,Shipped On Time,Indiana,Appliances,6,6,0,121,2,465,697
Office Supplies,Columbus,United States,29-05-2020,2020,May,CA-2020-121580,47201,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,Consumer,04-06-2020,Standard Class,Shipped On Time,Indiana,Paper,6,6,0,4,1,8,12
Office Supplies,Chicago,United States,02-12-2017,2017,Dec,CA-2017-101147,60623,OFF-AP-10004249,Staple holder,Central,Consumer,04-12-2017,First Class,Shipped Late,Illinois,Appliances,2,1,80,6,1,2,4
Office Supplies,Marietta,United States,07-04-2017,2017,Apr,CA-2017-165806,30062,OFF-PA-10003441,Xerox 226,South,Home Office,07-04-2017,Same Day,Shipped On Time,Georgia,Paper,0,0,0,28,9,58,87
Technology,Marietta,United States,07-04-2017,2017,Apr,CA-2017-165806,30062,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,South,Home Office,07-04-2017,Same Day,Shipped On Time,Georgia,Phones,0,0,0,50,3,201,301
Furniture,Montgomery,United States,08-09-2018,2018,Sep,CA-2018-151624,36116,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,South,Corporate,14-09-2018,Standard Class,Shipped On Time,Alabama,Furnishings,6,6,0,8,8,21,32
Office Supplies,Plano,United States,09-09-2020,2020,Sep,CA-2020-139444,75023,OFF-LA-10000134,Avery 511,Central,Corporate,15-09-2020,Standard Class,Shipped On Time,Texas,Labels,6,6,20,3,4,10,15
Office Supplies,Tamarac,United States,06-09-2018,2018,Sep,CA-2018-133977,33319,OFF-BI-10003166,GBC Plasticlear Binding Covers,South,Home Office,08-09-2018,Second Class,Shipped Early,Florida,Binders,2,3,70,3,1,3,5
